date,number-1,number-2,number-3,number-4,number-5,number-6,prize
08/06/2018,04,13,32,35,40,42,23.018.484.500
06/06/2018,06,20,22,26,43,44,21.075.967.500
03/06/2018,18,20,24,40,42,45,19.111.078.500
01/06/2018,06,14,19,38,43,44,17.365.309.000
30/05/2018,02,17,19,27,31,36,15.627.431.500
27/05/2018,05,09,17,18,19,22,13.683.452.000
25/05/2018,05,14,22,26,29,39,21.696.294.500
23/05/2018,13,16,25,34,37,41,19.682.837.500
20/05/2018,18,19,25,26,29,39,17.623.253.000
18/05/2018,03,18,24,29,30,35,15.871.546.000
16/05/2018,10,21,23,25,35,38,13.942.069.000
13/05/2018,06,11,16,18,27,41,24.928.178.500
11/05/2018,10,11,26,29,33,38,22.525.075.500
09/05/2018,09,15,20,30,31,33,20.418.869.500
06/05/2018,11,26,28,34,36,37,18.190.592.000
04/05/2018,09,18,25,26,27,29,16.001.414.000
02/05/2018,10,11,22,29,37,40,13.991.781.000
29/04/2018,03,10,22,23,25,43,43.167.500.500
27/04/2018,10,20,24,27,28,29,38.250.538.000
25/04/2018,04,15,17,23,29,43,32.795.426.500
22/04/2018,06,07,22,32,36,39,29.520.435.500
20/04/2018,06,09,14,30,33,42,26.951.035.500
18/04/2018,06,16,28,29,39,44,24.283.540.000
15/04/2018,03,09,13,20,30,34,21.625.367.000
13/04/2018,11,22,24,33,38,43,19.208.849.500
11/04/2018,07,20,23,25,26,39,16.698.808.500
08/04/2018,02,05,11,16,30,34,14.181.136.500
06/04/2018,01,07,08,09,36,40,18.950.624.000
04/04/2018,02,03,06,16,41,44,16.610.316.000
01/04/2018,04,12,24,33,39,43,14.023.275.500
30/03/2018,07,11,18,28,34,43,47.232.044.000
28/03/2018,12,18,31,34,35,42,41.045.491.000
25/03/2018,04,10,13,22,38,42,35.146.443.000
23/03/2018,03,06,12,22,26,35,29.771.262.500
21/03/2018,06,19,38,40,41,44,24.925.558.000
18/03/2018,14,21,24,28,31,40,22.126.590.500
16/03/2018,06,08,13,17,20,34,19.364.868.500
14/03/2018,12,21,23,27,31,34,16.816.618.000
11/03/2018,01,14,19,26,41,42,14.198.696.000
09/03/2018,05,10,13,19,25,44,63.703.129.500
07/03/2018,08,19,25,31,37,40,57.077.335.000
04/03/2018,04,11,19,25,32,40,50.300.808.000
02/03/2018,03,07,15,27,41,45,44.207.793.500
28/02/2018,17,19,21,23,36,40,38.734.509.500
25/02/2018,08,10,12,29,30,42,31.977.072.000
23/02/2018,05,16,19,23,29,37,25.996.836.500
21/02/2018,18,23,24,26,29,33,22.715.192.500
18/02/2018,01,05,14,16,36,38,19.454.641.500
14/02/2018,12,31,32,34,35,43,17.174.625.000
11/02/2018,05,19,27,32,41,45,14.235.832.500
09/02/2018,02,10,14,19,23,37,32.015.128.500
07/02/2018,05,07,18,26,30,36,26.011.855.000
04/02/2018,01,05,13,27,40,45,22.059.937.000
02/02/2018,02,07,14,28,42,45,19.227.076.000
31/01/2018,04,07,09,10,30,40,16.606.785.500
28/01/2018,12,26,27,33,36,37,14.144.899.000
26/01/2018,01,09,18,28,36,44,75.033.798.000
24/01/2018,05,06,24,33,42,45,67.844.710.500
21/01/2018,01,10,11,24,32,37,60.521.055.500
19/01/2018,02,04,27,28,31,36,53.253.948.000
17/01/2018,09,10,12,22,27,41,46.117.073.000
14/01/2018,01,06,10,29,32,41,38.977.908.000
12/01/2018,04,08,17,23,27,34,32.458.724.000
10/01/2018,06,18,21,22,37,45,26.791.424.500
07/01/2018,04,06,11,13,24,31,22.694.481.500
05/01/2018,19,30,34,38,42,44,20.050.529.500
03/01/2018,08,14,19,30,33,35,17.039.845.000
31/12/2017,03,13,14,26,30,34,14.360.960.500
29/12/2017,02,08,17,20,29,39,105.541.617.500
27/12/2017,09,13,19,21,27,30,96.904.849.000
24/12/2017,01,05,09,14,30,31,88.529.570.000
22/12/2017,09,13,17,22,26,33,80.604.750.500
20/12/2017,03,08,25,37,40,42,73.379.042.500
17/12/2017,04,07,16,27,40,41,65.963.106.000
15/12/2017,13,14,17,24,28,43,58.946.980.500
13/12/2017,04,07,19,24,32,38,52.263.301.500
10/12/2017,27,36,39,43,44,45,46.141.752.000
08/12/2017,02,11,15,32,40,44,40.544.388.500
06/12/2017,03,07,29,31,34,43,35.307.952.000
03/12/2017,08,09,15,18,27,30,30.094.115.000
01/12/2017,10,19,30,35,39,45,27.156.006.000
29/11/2017,19,23,26,37,38,41,24.686.239.000
26/11/2017,04,12,17,19,23,34,22.050.287.500
24/11/2017,14,24,32,34,36,45,19.851.922.000
22/11/2017,05,06,09,23,27,35,17.737.324.500
19/11/2017,14,20,30,33,41,43,15.922.069.000
17/11/2017,11,13,18,19,31,45,13.915.237.000
15/11/2017,01,09,15,27,33,43,20.031.482.500
12/11/2017,22,26,37,40,42,44,17.964.388.500
10/11/2017,01,04,19,21,24,35,16.076.253.000
08/11/2017,01,18,23,24,40,41,14.042.946.500
05/11/2017,03,17,38,39,41,44,39.508.281.500
03/11/2017,07,17,20,22,29,44,33.963.663.500
01/11/2017,04,12,25,39,42,44,28.523.607.000
29/10/2017,01,05,28,31,44,45,23.994.411.500
27/10/2017,04,10,13,21,22,38,21.223.116.500
25/10/2017,12,17,23,25,34,38,18.660.832.500
22/10/2017,08,14,16,17,31,42,16.454.311.000
20/10/2017,02,18,25,33,36,42,14.044.139.000
18/10/2017,16,24,32,36,37,40,49.725.546.500
15/10/2017,02,09,14,21,35,40,43.087.021.500
13/10/2017,10,13,20,21,25,36,36.463.490.000
11/10/2017,04,11,14,15,19,26,30.674.931.000
08/10/2017,08,16,24,27,35,39,24.467.091.000
06/10/2017,04,06,18,20,30,45,22.039.395.000
04/10/2017,04,05,09,19,37,44,19.277.233.000
01/10/2017,08,23,27,36,37,43,16.810.782.500
29/09/2017,23,28,30,35,37,42,14.386.322.000
27/09/2017,10,19,33,34,35,45,112.128.144.500
24/09/2017,04,10,11,31,36,39,97.184.052.500
22/09/2017,05,16,21,31,37,41,85.794.951.000
20/09/2017,05,07,13,17,23,33,76.017.619.000
17/09/2017,06,11,15,16,37,40,67.928.383.500
15/09/2017,03,24,35,37,40,43,59.876.865.000
13/09/2017,03,08,19,35,38,40,52.375.807.500
10/09/2017,01,22,23,35,36,42,45.017.827.500
08/09/2017,02,15,17,32,41,44,38.078.171.000
06/09/2017,05,20,24,32,36,42,32.087.827.000
03/09/2017,05,06,26,28,35,43,27.593.130.000
01/09/2017,09,10,13,19,23,41,24.806.172.500
30/08/2017,05,08,11,28,35,41,22.072.526.500
27/08/2017,03,07,16,32,36,39,19.342.630.500
25/08/2017,02,07,12,27,40,44,16.843.686.500
23/08/2017,06,25,27,34,42,43,14.430.230.000
20/08/2017,05,15,18,21,37,45,20.196.533.500
18/08/2017,03,04,18,22,34,37,17.211.832.000
16/08/2017,06,11,15,19,22,41,14.511.266.500
13/08/2017,01,03,06,07,16,18,24.355.032.000
11/08/2017,01,12,19,35,36,41,21.279.857.000
09/08/2017,11,19,22,24,25,31,18.094.934.500
06/08/2017,02,09,10,11,21,43,14.758.481.000
04/08/2017,03,12,13,23,26,37,36.385.680.000
02/08/2017,07,10,17,26,28,43,31.526.653.500
30/07/2017,08,17,24,35,41,44,27.215.847.000
28/07/2017,01,04,09,26,35,39,22.841.331.000
26/07/2017,09,26,27,30,40,44,18.997.393.000
23/07/2017,07,09,13,21,28,39,14.699.647.500
21/07/2017,05,06,09,15,19,32,14.103.027.500
19/07/2017,04,07,13,20,35,44,131.916.845.500
16/07/2017,02,10,27,29,37,39,107.310.536.500
14/07/2017,02,13,19,24,25,33,89.529.309.000
12/07/2017,05,09,14,15,26,42,75.739.875.000
09/07/2017,01,09,14,18,25,28,62.125.331.000
07/07/2017,04,19,22,30,34,35,51.353.669.500
05/07/2017,01,04,16,31,37,40,41.307.196.000
02/07/2017,01,05,07,16,19,44,31.480.779.500
30/06/2017,01,07,10,38,40,42,26.077.564.500
28/06/2017,02,06,21,28,39,40,22.045.991.000
25/06/2017,03,14,33,38,42,44,18.213.880.500
23/06/2017,09,10,21,37,40,42,14.933.472.500
21/06/2017,09,26,29,30,35,37,21.487.564.000
18/06/2017,02,08,12,14,16,26,17.199.957.500
16/06/2017,06,10,17,21,27,38,14.665.599.500
14/06/2017,05,08,15,25,31,35,82.060.579.000
11/06/2017,05,06,11,14,32,33,68.224.154.000
09/06/2017,07,15,19,24,32,42,56.519.820.000
07/06/2017,05,06,13,29,35,44,46.118.017.000
04/06/2017,01,09,23,32,34,35,35.585.407.000
02/06/2017,05,13,16,32,39,41,26.998.153.000
31/05/2017,07,13,16,30,37,44,22.304.986.000
28/05/2017,02,07,17,24,31,44,17.885.440.000
26/05/2017,06,08,25,39,40,45,14.713.507.000
24/05/2017,08,20,25,27,30,33,112.477.419.000
21/05/2017,11,14,17,22,27,42,86.669.528.000
19/05/2017,01,08,18,28,30,33,69.744.001.500
17/05/2017,07,08,11,18,23,42,55.971.817.000
14/05/2017,13,15,17,21,25,40,43.072.266.500
12/05/2017,01,27,35,42,43,45,33.883.918.000
10/05/2017,07,17,21,29,40,44,25.768.903.500
07/05/2017,01,07,28,32,44,45,21.030.978.000
05/05/2017,04,09,12,32,36,43,17.450.444.500
03/05/2017,03,19,20,21,25,45,14.671.443.000
30/04/2017,02,06,08,11,12,25,37.930.392.500
28/04/2017,02,09,11,12,15,23,30.392.235.000
26/04/2017,14,16,17,20,35,39,27.142.731.500
23/04/2017,13,17,22,30,31,43,22.460.863.000
21/04/2017,07,08,15,30,32,39,18.574.303.000
19/04/2017,19,20,32,33,38,44,15.289.489.000
16/04/2017,06,07,18,29,32,44,21.551.860.500
14/04/2017,04,05,10,33,36,38,18.396.351.500
12/04/2017,02,03,08,13,19,41,15.061.131.500
09/04/2017,05,08,21,25,26,37,23.260.825.500
07/04/2017,04,05,16,17,32,40,19.215.805.000
05/04/2017,13,14,20,21,23,33,15.738.450.500
02/04/2017,03,05,07,12,27,33,27.757.861.500
31/03/2017,01,04,05,11,20,30,22.599.497.500
29/03/2017,04,05,24,26,28,37,18.913.358.000
26/03/2017,06,12,23,25,29,43,14.932.069.000
24/03/2017,10,14,30,32,37,42,24.369.075.000
22/03/2017,01,09,24,28,33,36,20.053.374.000
19/03/2017,01,02,06,12,31,36,15.514.249.500
17/03/2017,07,12,24,43,44,45,43.029.075.000
15/03/2017,03,09,10,31,32,40,32.528.800.000
12/03/2017,06,11,30,32,35,42,25.751.732.000
10/03/2017,04,09,21,27,38,44,20.691.602.500
08/03/2017,05,11,14,20,32,42,16.235.308.500
05/03/2017,18,21,24,26,39,45,20.208.845.500
03/03/2017,02,04,13,22,23,41,15.908.249.000
01/03/2017,03,04,26,30,35,44,41.241.151.500
26/02/2017,07,11,16,19,38,39,28.881.350.000
24/02/2017,02,04,19,23,44,45,22.067.968.000
22/02/2017,01,03,08,18,28,42,17.094.590.500
19/02/2017,01,17,24,25,33,35,41.655.369.000
17/02/2017,12,15,25,27,37,41,30.113.481.000
15/02/2017,04,16,19,27,29,30,22.068.008.000
12/02/2017,04,06,12,21,23,28,16.293.746.000
10/02/2017,02,06,10,13,20,28,31.054.352.000
08/02/2017,15,26,29,32,34,38,23.731.260.500
05/02/2017,01,11,26,29,34,40,17.097.119.000
03/02/2017,08,17,31,32,33,39,22.224.383.000
01/02/2017,02,10,11,18,22,33,16.621.416.500
29/01/2017,05,13,21,27,29,45,75.850.074.500
25/01/2017,06,09,14,18,28,30,59.055.061.500
22/01/2017,01,20,21,22,26,29,44.064.415.000
20/01/2017,01,11,31,32,34,37,31.062.333.000
18/01/2017,11,22,26,28,35,43,24.189.181.500
15/01/2017,05,25,27,29,31,43,17.152.877.000
13/01/2017,12,24,29,32,37,39,17.491.608.500
11/01/2017,02,08,21,29,37,45,28.747.032.500
08/01/2017,12,18,29,32,39,45,18.718.983.500
06/01/2017,22,30,34,36,43,45,30.531.270.500
04/01/2017,04,19,25,27,29,31,20.148.356.500
01/01/2017,09,18,24,33,36,39,48.794.185.000
30/12/2016,07,23,27,29,35,37,33.158.297.500
28/12/2016,02,22,25,33,38,43,21.524.698.500
25/12/2016,05,12,20,29,34,36,159.232.985.000
23/12/2016,01,17,24,25,37,43,126.099.475.000
21/12/2016,03,06,12,14,18,40,98.384.793.500
18/12/2016,03,07,30,32,41,43,73.843.316.500
16/12/2016,05,08,33,34,39,44,57.376.762.500
14/12/2016,05,06,12,16,26,30,42.627.154.000
11/12/2016,02,03,04,05,22,24,26.567.247.500
09/12/2016,11,12,15,17,21,26,18.528.083.000
07/12/2016,13,23,27,28,32,45,69.582.180.000
04/12/2016,03,05,13,27,38,44,49.357.581.000
02/12/2016,17,26,33,34,37,42,34.053.459.000
30/11/2016,06,15,17,20,23,41,21.722.316.000
27/11/2016,12,16,17,18,22,30,54.886.916.500
25/11/2016,03,04,25,31,37,40,37.849.277.000
23/11/2016,02,22,23,24,28,37,22.673.898.000
20/11/2016,09,23,33,38,41,42,56.100.126.000
18/11/2016,11,12,16,24,26,31,38.611.602.000
16/11/2016,01,09,17,28,43,44,23.092.467.000
13/11/2016,11,23,25,34,36,45,71.066.641.000
11/11/2016,10,17,22,23,30,36,54.743.403.000
09/11/2016,02,10,14,24,25,30,38.977.855.000
06/11/2016,04,15,16,20,26,41,23.252.753.000
04/11/2016,05,13,22,24,28,32,17.235.306.000
02/11/2016,03,05,08,10,13,22,64.808.542.500
30/10/2016,07,12,25,28,40,44,52.703.398.000
28/10/2016,10,11,13,14,16,38,42.928.404.000
26/10/2016,01,08,16,18,21,28,32.312.328.000
23/10/2016,02,05,12,21,22,40,22.362.082.500
21/10/2016,16,17,30,32,34,38,17.842.703.500
19/10/2016,02,13,15,17,18,41,14.659.178.500
16/10/2016,05,21,31,33,38,42,92.030.182.500
14/10/2016,03,07,09,18,28,39,87.558.225.500
12/10/2016,02,08,15,16,19,25,84.060.767.000
09/10/2016,02,15,20,32,33,44,79.596.879.500
07/10/2016,24,25,27,34,44,45,75.539.052.000
05/10/2016,05,06,19,31,42,44,71.430.098.000
02/10/2016,16,23,27,34,35,38,67.219.887.000
30/09/2016,06,20,30,38,40,45,64.193.390.500
28/09/2016,03,06,17,21,32,40,60.841.799.500
25/09/2016,01,20,28,32,42,44,57.057.357.500
23/09/2016,08,14,19,29,30,40,53.733.170.500
21/09/2016,05,12,15,30,37,41,50.637.656.500
18/09/2016,07,10,17,20,25,32,47.104.438.000
16/09/2016,04,05,06,23,31,34,44.453.054.500
14/09/2016,02,11,14,23,25,32,41.528.788.000
11/09/2016,06,09,10,18,20,31,38.971.774.000
09/09/2016,07,13,16,18,31,32,36.597.883.000
07/09/2016,06,08,12,13,15,19,34.202.887.000
04/09/2016,11,15,20,24,27,45,32.087.986.000
02/09/2016,09,13,24,35,36,41,29.958.428.500
31/08/2016,08,20,21,31,34,39,27.868.784.500
28/08/2016,04,06,10,15,16,44,25.624.053.000
26/08/2016,10,36,39,43,44,45,24.214.106.500
24/08/2016,08,17,21,23,36,40,23.139.377.500
21/08/2016,13,21,24,25,29,44,21.982.877.500
19/08/2016,11,12,17,33,34,36,21.032.293.000
17/08/2016,02,04,09,19,21,26,20.253.396.500
14/08/2016,13,16,17,29,31,37,19.290.861.000
12/08/2016,28,31,34,37,38,41,18.841.509.500
10/08/2016,06,15,16,19,27,30,17.952.978.000
07/08/2016,03,05,17,22,30,31,17.164.580.000
05/08/2016,03,09,13,18,24,31,16.409.266.000
03/08/2016,07,10,25,27,29,40,15.791.342.500
31/07/2016,02,06,19,21,35,39,15.121.387.000
29/07/2016,03,08,13,20,30,36,14.565.346.500
27/07/2016,14,17,21,25,31,37,13.942.033.000
24/07/2016,01,10,16,18,23,38,13.271.044.500
22/07/2016,03,04,14,20,25,35,12.858.704.500
20/07/2016,02,17,33,37,38,45,12.000.000.000
